Artist Name,Track Name,Popularity,Danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,class
Verzache,All I Need,61,0.663,0.786,-6,1,0.0353,0.212,1.96e-06,0.0957,0.319,145.977,2.03751,4,6
A Perfect Circle,Judith,67,0.5,0.894,-5,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305,2.47267,3,10
Joep Beving,Sirius,35,0.5,0.138,-19,0,0.0326,0.965,0.925,0.139,0.0982,59.862,0.95303,4,1
James Bay,Move Together,50,0.556,0.297,-11,1,0.0344,0.717,1.64e-05,0.141,0.282,130.617,2.75493,3,10
The Steel Woods,Let the Rain Come Down,54,0.644,0.616,-6,0,0.0325,0.14,0.00178,0.0745,0.345,147.083,1.99773,4,10
Rad Horror,Narration of a Lost Millennial,27,0.584,0.754,-9,0,0.0404,0.0315,0.856,0.127,0.398,139.964,1.85143,4,1
In Flames,Only for the Weak,63,0.5,0.835,-5,0,0.0449,2.33e-06,0.766,0.289,0.549,104.986,2.94867,4,8
Red Lorry Yellow Lorry,Talk About The Weather,41,0.524,0.935,-13,1,0.0649,0.00471,0.9,0.0955,0.467,96.026,2.46453,4,10
The Pretty Reckless,Prisoner,45,0.654,0.801,-8,1,0.085,0.0338,0.000108,0.348,0.458,81.095,1.80227,4,10
The Doors,The Changeling,53,0.751,0.709,-8,0,0.037,0.0149,0.113,0.176,0.795,118.249,2.59267,4,10
Written by Wolves,Let It Burn,48,0.5,0.851,-8,0,0.0401,0.00364,0.00161,0.136,0.211,160.031,2.3568,4,8
Huron John,Garbage,39,0.795,0.644,-8,0,0.0319,0.28,0.735,0.201,0.804,119.01,1.97145,4,9
For Giants,What Happened To You,26,0.5,0.939,-7,1,0.041,3.57e-06,0.851,0.331,0.494,101.989,2.67794,3,8
Kasabian,Wasted,53,0.577,0.896,-7,0,0.0392,0.0108,7.42e-05,0.206,0.591,127.967,2.47307,4,10
Wye Oak,Evergreen,28,0.5,0.579,-8,1,0.0296,0.0414,8.19e-05,0.201,0.631,168.21,2.27173,4,1
Stepson,Come with Me,42,0.5,0.998,-3,1,0.235,0.000405,7.13e-06,0.39,0.0705,99.928,1.7188,4,8
Reyanna Maria,So Pretty,71,0.799,0.543,-7,0,0.24,0.0512,0.0425,0.134,0.25,187.906,0.85742,4,5
Fuel,Bittersweet,39,0.514,0.917,-6,0,0.0344,0.000168,1.26e-06,0.0951,0.374,97.606,2.32067,4,10
Escape the Fate,Unbreakable,47,0.563,0.82,-7,0,0.0489,0.00546,0.000579,0.191,0.558,123.035,1.8247,4,10
Sfven,Changing,31,0.574,0.66,-7,1,0.103,0.0283,0.000301,0.0451,0.579,88.541,2.27185,4,6
Jolly Jumpers,Palomino,39,0.54,0.711,-6,1,0.0265,0.0111,0.000331,0.166,0.25,90.607,2.25787,4,10
Larkin Poe,Back Down South,33,0.558,0.563,-7,0,0.0277,0.0331,5.72e-06,0.107,0.349,105.037,2.34866,4,2
Nirvana,Smells Like Teen Spirit,82,0.502,0.912,-5,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,3.0192,4,10
Termina,Desolate Specter,38,0.5,0.957,-7,0,0.116,0.000982,0.00207,0.31,0.251,154.953,1.92772,4,8
Spirea X,Chlorine Dream,24,0.5,0.532,-14,1,0.0333,3.4e-05,0.603,0.252,0.408,103.67,2.64533,4,10
Rostam,Unfold You,53,0.563,0.417,-8,1,0.0384,0.598,0.00427,0.303,0.395,75.401,2.34973,4,6
Vernon Sanders,Cherie,50,0.5,0.0761,-24,1,0.0351,0.979,0.61,0.185,0.0698,111.29,4.145833333e-05,4,7
Skin Yard,Burn a Hole,44,0.5,0.876,-9,1,0.0415,1.38e-05,0.258,0.255,0.133,103.556,2.9476,4,10
Better Days,Birdtalker,52,0.536,0.286,-13,1,0.0287,0.41,0.00671,0.136,0.242,89.74,3.36045e-05,4,0
Noctule,Evenaar,21,0.5,0.928,-6,0,0.0946,0.000219,0.888,0.0593,0.0401,92,3.50501,4,8
KID BRUNSWICK,Bipolar Rhapsody,53,0.5,0.681,-8,0,0.0384,0.00971,0.000578,0.105,0.266,149.892,2.88147,4,10
Body Count,Hey Joe,43,0.521,0.76,-7,0,0.036,0.00165,0.0457,0.172,0.501,78.954,2.6824,4,8
Hiss Golden Messenger,Everybody Needs Somebody,39,0.619,0.504,-7,1,0.0436,0.643,0.000145,0.114,0.392,129.434,2.10704,4,1
Garbage,Stupid Girl,58,0.632,0.76,-5,0,0.0342,0.00245,0.000466,0.0494,0.671,119.95,2.57758,4,10
Lomelda,Hannah Sun,51,0.67,0.266,-18,1,0.0423,0.898,0.119,0.223,0.314,144.458,2.08383,4,6
Sex Pistols,Anarchy In The UK,61,0.5,0.949,-8,1,0.101,0.0556,0.000396,0.236,0.212,134.118,2.1248,4,1
Softcult,Take It Off,47,0.646,0.669,-8,0,0.0275,0.0148,0.000115,0.373,0.484,114.999,1.91685,4,1
WagakkiBand,Starlight,47,0.646,0.913,-3,1,0.0376,0.0206,1.15e-06,0.14,0.662,119.996,2.72467,4,10
Anderson East,This Too Shall Last,60,0.503,0.49,-9,1,0.0279,0.323,0.799,0.0873,0.68,148.884,2.224,4,2
Alan Broadbent Trio,Late Lament,44,0.5,0.201,-16,0,0.0343,0.98,0.833,0.156,0.122,91.439,5.973416667e-05,4,7
Mindy,Normal,34,0.623,0.519,-8,1,0.11,0.0571,6.27e-05,0.103,0.495,167.951,1.8,4,9
boy pablo,wachito rico,59,0.702,0.748,-10,1,0.0463,0.0334,0.00296,0.104,0.967,123.02,2.14146,4,6
Royal Blood,Boilermaker,66,0.5,0.778,-5,1,0.173,0.000201,0.662,0.0492,0.683,94.508,2.0948,4,1
Mother Mother,Forgotten Souls,61,0.528,0.621,-9,1,0.0455,0.346,1.47e-06,0.11,0.46,98.419,1.75737,4,6
mazie,i think i wanna be alone,50,0.721,0.322,-8,1,0.0378,0.729,1.55e-06,0.223,0.781,75.968,1.02954,4,6
Kings of Leon,Sex on Fire,82,0.542,0.905,-6,1,0.054,0.00172,0.0104,0.136,0.374,153.398,2.03347,4,10
Planes Mistaken For Stars,Copper and Stars,33,0.5,0.809,-9,1,0.124,0.000563,0.288,0.0935,0.394,125.281,2.11653,4,10
The Lenny Ryan Trio,Con Alba,56,0.5,0.0298,-26,1,0.0381,0.974,0.93,0.107,0.0877,90.083,3.2892e-05,4,7
CLEWS,Crushed,31,0.545,0.78,-5,0,0.0896,0.00753,5.95e-05,0.0817,0.477,126.014,2.20129,4,6
Gama Bomb,Sheer Khan,20,0.5,0.984,-5,1,0.234,0.000694,0.0034,0.366,0.0884,104.977,2.78287,4,8
Incubus,I Miss You,55,0.666,0.603,-8,1,0.0258,0.00031,0.00131,0.0993,0.195,116.84,1.68667,3,10
Corrosion Of Conformity,Stare Too Long,45,0.529,0.827,-8,1,0.0369,0.00434,0.000227,0.134,0.678,79.033,2.96813,4,8
Margaret Glaspy,Devotion,29,0.5,0.3,-12,1,0.06,0.47,0.00307,0.0951,0.403,76.71,2.37187,4,1
Dhaval Kothari,Aaja Re Aa,13,0.5,0.716,-7,1,0.0438,0.599,0.000545,0.0764,0.332,113.932,3.916666667e-05,4,0
Steve Miller Band,Winter Time,25,0.5,0.768,-8,0,0.0588,0.464,0.0419,0.979,0.419,94.369,4.1028,4,10
Naomi Young,Rays of light,43,0.5,0.0672,-24,0,0.0505,0.961,0.92,0.0991,0.035,105.887,2.470833333e-05,4,7
Benedict Cork,Choices,43,0.5,0.155,-13,1,0.056,0.921,1.2e-06,0.116,0.152,68.694,1.888,4,9
Darude,Sandstorm,69,0.528,0.965,-8,0,0.0465,0.141,0.985,0.0797,0.587,136.065,2.25493,4,9
The Golden Gate Quartet,The Devil With The Devil,29,0.5,0.2,-20,0,0.106,0.868,0.827,0.145,0.48,88.73,1.84189,4,2
AlienBlaze,Hate Me,34,0.708,0.307,-16,1,0.0669,0.783,0.000321,0.0894,0.192,107.953,1.66139,4,6
The Neighbourhood,Sweater Weather,87,0.612,0.807,-3,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.006666667e-05,4,9
May Flowers,Charlie Brennan,34,0.674,0.231,-15,1,0.0308,0.924,2.57e-05,0.119,0.26,130.029,3.50365e-05,4,0
Normandie,White Flag,54,0.5,0.91,-6,1,0.0648,0.00136,5.67e-05,0.0717,0.15,163.975,2.25732,4,10
Young Rising Sons,Last Week On A Friday,43,0.553,0.905,-4,1,0.0577,0.000852,0.183,0.299,0.689,144.993,2.00887,4,6
Michigander,Misery,49,0.5,0.732,-6,1,0.044,0.00533,0.00302,0.0685,0.392,180.162,1.80772,4,1
Old Gods,Emily Scott Robinson,36,0.5,0.205,-11,1,0.0524,0.899,0.000143,0.108,0.548,179.224,3.77445e-05,3,0
Richie Kotzen,Riot,41,0.599,0.906,-6,0,0.0641,0.0158,2.47e-05,0.108,0.712,120.024,3.02423,4,10
Magic Island,Closer,35,0.585,0.397,-12,1,0.0275,0.225,0.0757,0.0782,0.153,96.02,2.18413,4,6
Dead Poet Society,I Never Loved Myself Like I Loved You,48,0.53,0.97,-7,0,0.0675,0.00354,0.0875,0.356,0.158,111.881,2.6168,4,1
Márcia Sanz,Bilbao,49,0.553,0.0793,-20,1,0.0592,0.994,0.944,0.119,0.349,102.19,2.861766667e-05,4,7
My Dying Bride,Macabre Cabaret,31,0.5,0.545,-9,1,0.0339,0.000143,0.498,0.101,0.0387,144.017,6.00283,4,8
The Vines,Outtathaway,45,0.505,0.948,-5,1,0.0659,0.00018,0.00313,0.128,0.594,133.561,1.82907,4,6
Baltra,Baby,31,0.71,0.875,-7,1,0.0426,0.366,0.421,0.164,0.582,123.01,3.1868,4,1
KALI,Lucy,50,0.687,0.782,-5,1,0.0334,0.356,0.00105,0.254,0.734,115.168,2.2991,4,6
Franz Ferdinand,Walk Away,56,0.584,0.836,-5,1,0.0348,0.132,1.1e-06,0.144,0.495,124.131,2.20347,4,1
3 Doors Down,Kryptonite,79,0.545,0.865,-6,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,2.33933,4,9
INXS,Need You Tonight,69,0.795,0.63,-8,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,1.81107,4,10
Lower Than Atlantis,Had Enough,45,0.561,0.823,-5,1,0.097,0.0029,0.00017,0.492,0.525,93.504,2.0076,4,10
Don Bryant,99 Pounds,28,0.694,0.841,-7,0,0.0393,0.229,0.035,0.369,0.813,109.073,1.75143,4,2
Switch,A Bit Patchy,41,0.745,0.572,-8,0,0.0657,0.00578,0.857,0.667,0.58,126.04,4.6,4,6
FEELS,Car,21,0.5,0.678,-7,1,0.0277,0.0814,0.23,0.168,0.869,87.241,1.47187,4,1
Banshee,FUCK WITH A WITCH 2,39,0.5,0.948,-3,1,0.147,0.000157,0.000189,0.33,0.104,119.947,0.90492,4,8
Purity Ring,Obedear,50,0.603,0.732,-6,0,0.15,0.195,0.0135,0.246,0.134,195.976,2.09573,4,6
Las Perlas Negras,La Despedida,39,0.806,0.304,-10,1,0.0438,0.954,0.906,0.104,0.635,120.042,2.738366667e-05,3,7
Rooftops,Raft Easily,30,0.5,0.846,-9,1,0.0485,0.0531,0.792,0.239,0.593,77.952,2.1736,4,10
The Raconteurs,Salute Your Solution,51,0.5,0.946,-3,1,0.171,0.00781,2.73e-06,0.26,0.498,168.465,1.79973,4,10
Jorn,Lonely Nights,36,0.503,0.881,-8,1,0.0448,2.45e-05,0.00902,0.324,0.408,132.302,2.2885,4,8
Radiohead,High And Dry,73,0.5,0.383,-12,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,2.5748,4,10
Vorsa,the outside,49,0.745,0.549,-6,1,0.0608,0.386,0.000462,0.138,0.328,75.011,1.43104,4,5
Void Of Vision,Decay,40,0.529,0.992,0,1,0.131,0.00101,0.00471,0.341,0.392,110.05,1.92273,4,8
Black Honey,All My Pride,44,0.5,0.914,-5,1,0.0461,0.000873,1.37e-06,0.28,0.704,157.919,1.61733,4,6
Le Shiv,When The Kids Grow Up,31,0.5,0.514,-7,1,0.031,0.00137,0.00177,0.252,0.163,120.2,2.19998,4,1
Bullet,Bite The Bullet,34,0.5,0.884,-7,1,0.0469,1.89e-05,0.411,0.107,0.334,152.055,1.638,4,8
The Dust Coda,Breakdown,40,0.5,0.884,-5,0,0.087,0.00019,0.000101,0.307,0.75,89.975,2.32618,4,10
Teia Elaine,Letter,26,0.586,0.636,-5,0,0.125,0.512,3.24e-06,0.145,0.151,149.636,2.032,4,1
Holy Wars,LITTLE GODZ,42,0.503,0.906,-4,0,0.13,0.0079,0.00158,0.417,0.346,84.033,1.8867,4,10
Michelangelo,Cassandra Jenkins,38,0.564,0.368,-11,1,0.0281,0.587,0.681,0.18,0.544,139.01,3.497283333e-05,4,0
Japandroids,Near To The Wild Heart Of Life,41,0.5,0.946,-5,1,0.0661,0.0122,3.34e-06,0.088,0.262,181.958,2.9712,4,10
The Twilite Tone,I Still Need Love,32,0.831,0.815,-7,1,0.0854,0.0273,0.8,0.376,0.59,100.981,1.48005,4,1
The Jesus and Mary Chain,Just Like Honey,64,0.5,0.552,-11,1,0.0423,8.02e-05,0.616,0.0591,0.486,121.361,1.82493,4,6
Andre Williams,The Monkey Speaks His Mind,19,0.818,0.341,-14,1,0.0976,0.558,0.000106,0.0799,0.928,126.741,1.72,4,2
The White Stripes,Seven Nation Army,83,0.726,0.463,-8,1,0.0799,0.00817,0.447,0.255,0.321,123.881,2.31733,4,6
Saint Sister,Causing Trouble,50,0.5,0.54,-8,1,0.0414,0.625,0.00454,0.152,0.147,75.382,2.27707,4,1
Stonebwoy,Activate,55,0.787,0.699,-4,0,0.0384,0.69,3.56e-06,0.152,0.611,108.022,2.17778,4,9
Arlo Parks,Caroline,60,0.596,0.576,-8,1,0.0388,0.376,0.0904,0.107,0.485,160.176,2.16933,4,9
Skule Toyama,My Eyes on You,28,0.698,0.886,-9,0,0.425,0.248,1.11e-05,0.751,0.698,125.109,2.61135,4,6
FRDZ,Habanero,27,0.5,0.536,-9,1,0.0376,0.0369,0.906,0.129,0.589,96.044,2.4529,4,10
grandson,Stigmata,55,0.5,0.862,-7,0,0.109,0.000248,0.000322,0.0661,0.322,87.048,2.17459,4,10
The Kinks,All Day and All of the Night,68,0.551,0.86,-8,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,1.41507,4,6
SWARM,Make It Out Alive,36,0.5,0.988,-3,1,0.31,0.0167,1.57e-05,0.103,0.227,95.206,2.02105,4,8
Toadies,Possum Kingdom,64,0.643,0.726,-10,1,0.0255,0.000772,0.00969,0.07,0.925,100.687,3.08333,4,10
Beastie Boys,Shake Your Rump,55,0.888,0.699,-11,1,0.164,0.0159,0.000306,0.111,0.697,103.066,1.98253,4,5
Fleetwood Mac,Rhiannon,72,0.723,0.49,-15,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,2.52773,4,10
Soccer Mommy,circle the drain,62,0.5,0.79,-6,1,0.038,0.303,0.00028,0.1,0.47,169.064,2.80213,4,6
Contumacy,Born Again,34,0.5,0.909,-7,1,0.0825,2.62e-06,0.849,0.311,0.503,179.985,1.62,4,8
Throwing Muses,Not Too Soon,41,0.5,0.906,-14,1,0.0353,0.00231,0.889,0.151,0.899,154.177,1.9016,4,10
Lana Del Rey,Young And Beautiful,78,0.5,0.416,-9,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,2.36053,4,10
Miguel Poveda,Embrujao Por Tu Querer,45,0.774,0.445,-9,0,0.054,0.579,1.29e-06,0.367,0.545,138.01,2.56573,4,9
SAULT,Red Lights,41,0.797,0.855,-4,1,0.0467,0.515,0.171,0.115,0.884,130.755,1.8353,4,6
Satish Vyas,Awakening The Soul 2,16,0.5,0.48,-14,0,0.0328,0.821,0.925,0.0841,0.57,105.868,10.412,3,6
As Everything Unfolds,On the Inside,54,0.5,0.963,-5,1,0.059,0.000306,3.63e-05,0.111,0.573,131.931,1.91338,4,8
Unnikrishnan,Marugelara O Raghava,19,0.597,0.481,-12,0,0.0464,0.651,2.23e-05,0.0764,0.459,100.056,5.636966667e-05,4,0
Miko Marks,We Are Here,39,0.5,0.4,-11,1,0.0602,0.863,0.019,0.0929,0.543,72.799,2.04524,4,2
Evile,Hell Unleashed,31,0.5,0.987,-7,0,0.128,2.14e-06,0.323,0.0738,0.094,113.549,2.37627,4,8
aboynamedblu,where lucy said,25,0.5,0.195,-16,0,0.0283,0.887,0.000357,0.141,0.304,84.996,1.98754,4,10
Jakob Ahlbom,Fracture,52,0.5,0.056,-21,0,0.033,0.965,0.959,0.109,0.122,30.557,3.293316667e-05,4,7
Natalie Prass,Sisters,27,0.735,0.56,-8,0,0.145,0.0688,6.94e-06,0.0629,0.587,174.97,2.76427,4,6
Brant Bjork,Automatic Fantastic,46,0.625,0.524,-11,1,0.046,0.0405,0.927,0.122,0.516,125.348,4.15467,4,10
Bruce Springsteen,Human Touch,61,0.651,0.516,-14,1,0.0277,0.00244,5.93e-05,0.0973,0.453,115.154,3.888,4,10
Jealous of the Birds,Young Neanderthal,34,0.549,0.867,-5,1,0.0371,0.0108,4.46e-06,0.171,0.486,110.032,1.8676,4,1
LP,The One That You Love,30,0.5,0.623,-8,0,0.0423,0.0103,0.00762,0.24,0.544,183.926,2.23427,3,10
Gucci Mane,Lemonade,48,0.741,0.658,-8,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057,2.46013,4,5
Procol Harum,A Whiter Shade Of Pale,69,0.5,0.66,-7,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,2.48947,4,1
Black Honey,I Like The Way You Die,58,0.546,0.76,-7,0,0.0399,0.00629,4.66e-05,0.0737,0.41,101.936,1.88027,4,10
Sofia Kourtesis,Juntos,47,0.783,0.706,-12,0,0.0703,0.00214,0.0037,0.109,0.124,121.982,2.83266,4,1
Rush,La Villa Strangiato,50,0.5,0.606,-11,1,0.0371,0.000994,0.58,0.0762,0.137,143.183,5.74733,4,10
Napalm Death,A Bellyful of Salt and Spleen,27,0.5,0.89,-6,0,0.0864,9.49e-05,0.956,0.099,0.0705,172.014,2.76485,3,8
Favourite People,Shell Island,41,0.522,0.817,-10,1,0.0668,0.118,0.888,0.135,0.678,170.97,2.0368,4,1
Widespread Panic,Use Me,35,0.5,0.859,-7,0,0.051,0.339,0.00655,0.78,0.873,171.259,5.076,4,10
Phoebe Green,IDK,52,0.636,0.774,-6,1,0.0449,0.00335,0.000344,0.076,0.906,109.999,2.06662,4,6
Los Tres Mariquitas,Midnight In San Telmo,49,0.656,0.194,-14,0,0.0834,0.975,0.922,0.0918,0.0671,119.803,3.233333333e-05,4,7
Lich King,Combat Mosh,47,0.5,0.992,-5,1,0.136,8.41e-06,0.27,0.096,0.144,101.895,2.79373,4,8
Son Little,Mad About You,61,0.599,0.377,-10,1,0.105,0.441,0.00813,0.105,0.543,74.314,2.13137,4,2
Marc Copland,I Fall in Love Too Easily,40,0.5,0.0642,-30,1,0.0314,0.934,0.483,0.0737,0.115,105.904,7.507866667e-05,4,7
Paulo Mendonca,Mindcontrol,38,0.644,0.617,-8,1,0.0287,0.000203,0.000125,0.0902,0.805,99.057,2.08212,4,2
Black Rebel Motorcycle Club,Little Thing Gone Wild,38,0.546,0.836,-7,1,0.0375,0.000195,0.575,0.331,0.531,120.013,1.9871,4,2
Annie Lennox,Walking on Broken Glass,69,0.749,0.562,-9,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,2.53296,4,9
The Darkness,I Believe in a Thing Called Love,69,0.5,0.846,-6,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,2.17653,4,9
Fu Manchu,Time Is Going On,37,0.5,0.787,-7,1,0.0408,0.000279,0.154,0.0614,0.477,138.19,2.1872,4,8
The Vaccines,Dream Lover,42,0.5,0.789,-2,1,0.0357,0.000537,0.00115,0.127,0.58,94.008,2.2552,4,10
Tree Palm,Disco Night,23,0.831,0.696,-6,1,0.264,0.000397,0.0252,0.209,0.709,128.117,2.10479,4,6
Axel Rudi Pell,Gunfire,37,0.5,0.929,-7,1,0.0566,2.03e-06,2.69e-05,0.352,0.326,119.951,3.20787,4,8
Rezz,Someone Else,64,0.644,0.349,-6,0,0.0364,0.206,3.36e-05,0.125,0.246,94.971,1.98947,4,1
Bury Tomorrow,Lionheart,44,0.5,0.81,-6,1,0.0509,1.37e-05,4.39e-06,0.263,0.261,144.958,2.18907,4,8
Pom Pom Squad,Head Cheerleader,44,0.525,0.922,-7,1,0.0735,0.000167,3.5e-06,0.77,0.494,142.971,1.88243,4,6
Figgy Mold,Skylark,48,0.604,0.0631,-23,1,0.0376,0.909,0.878,0.109,0.208,116.404,4.589733333e-05,4,7
Nickelback,When We Stand Together,67,0.5,0.9,-4,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,1.90787,4,10
Morning,Sarah Jarosz,49,0.573,0.341,-12,1,0.0327,0.854,0.0436,0.107,0.334,128.989,3.479116667e-05,4,0
Carl Perkins,Put Your Cat Clothes on,29,0.696,0.922,-6,1,0.0474,0.479,3.55e-06,0.267,0.828,106.468,1.7424,4,10
Danzig,Am I Demon,55,0.5,0.924,-10,0,0.0553,0.00011,0.00776,0.0836,0.347,135.02,2.97293,4,8
Wheel,Vultures,38,0.5,0.841,-7,0,0.043,3.34e-05,0.199,0.806,0.556,132.712,2.39314,4,8
IDLES,Never Fight A Man With A Perm,55,0.5,0.945,-5,1,0.153,0.000281,0.000581,0.207,0.223,155.979,2.28832,4,6
Rand Aldo,Nine Times around the Heart,42,0.5,0.076,-21,1,0.0358,0.932,0.637,0.112,0.103,164.069,2.958933333e-05,4,7
Eric Church,Springsteen,73,0.692,0.809,-6,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,4.389783333e-05,4,4
Dima Pantyushin,Telephone,21,0.5,0.334,-11,0,0.122,0.128,0.000292,0.0693,0.577,79,2.52296,5,6
Mister Misery,Mister Hyde,38,0.5,0.863,-7,0,0.125,0.000228,0.000529,0.213,0.133,180.033,3.41464,4,8
Aaron Frazer,Over You,48,0.684,0.686,-7,1,0.0484,0.116,0.0538,0.0732,0.912,140.646,1.59105,4,9
Jeff Beck,Let Me Love You,24,0.527,0.611,-10,0,0.0588,0.251,7.26e-05,0.298,0.686,95.107,2.83827,4,2
The White Stripes,Blue Orchid,65,0.5,0.645,-9,0,0.318,0.0863,6.2e-06,0.332,0.612,151.307,1.5756,4,1
Blind Melon,No Rain,75,0.5,0.476,-10,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,2.17107,4,1
Oddko,D4TM,38,0.628,0.95,-7,0,0.0652,0.00577,0.483,0.237,0.249,105.008,2.06347,4,8
Draconian,The Sacrificial Flame,35,0.5,0.581,-8,0,0.0335,1.72e-05,0.361,0.294,0.126,119.987,4.50733,4,8
THE DRIVER ERA,Feel You Now,50,0.535,0.724,-6,1,0.191,0.102,0.000121,0.207,0.501,180.077,2.58477,4,1
Shemekia Copeland,Love Song,21,0.747,0.58,-6,1,0.0275,0.159,5.54e-06,0.131,0.796,122.951,1.83857,3,2
Ballaké Sissoko,Nalésonko,35,0.5,0.0573,-22,1,0.0451,0.974,0.897,0.09,0.523,59.714,5.898216667e-05,4,7
Kenny Neal,Blues Stew,22,0.684,0.556,-13,1,0.0429,0.0336,0.00122,0.151,0.654,116.269,2.14707,4,2
Ocean Colour Scene,The Riverboat Song,55,0.5,0.862,-7,0,0.0278,0.0061,2.74e-05,0.547,0.565,106.922,2.948,3,6
Arcade Fire,Wake Up,65,0.5,0.8,-5,1,0.0368,0.12,0.0538,0.118,0.29,139.361,3.35333,4,6
CLEWS,Crushed,31,0.545,0.78,-5,0,0.0896,0.00753,5.95e-05,0.0817,0.477,126.014,2.20129,4,1
Declan McKenna,Beautiful Faces,54,0.502,0.9,-2,1,0.0418,0.0166,2.79e-06,0.225,0.704,98.922,1.96773,4,10
Evan And Jaron,Crazy for This Girl,52,0.5,0.926,-6,1,0.038,0.000487,5.69e-05,0.0949,0.41,93.964,2.02027,4,10
Ratt,Closer to My Heart,39,0.59,0.742,-13,1,0.0328,0.00455,0.133,0.114,0.662,118.04,2.70933,4,8
Kim Logan,Better Way,34,0.5,0.67,-7,1,0.0292,0.000183,0.777,0.135,0.323,106.105,2.44845,4,2
Batushka,Yekteniya I,44,0.5,0.844,-7,1,0.0737,0.000259,0.721,0.123,0.0654,119.995,3.45533,4,8
Talking Heads,Take Me to the River,3,0.66,0.485,-9,1,0.0258,0.244,0.0102,0.0585,0.828,99.828,3.0252,4,6
PACKS,Two Hands,27,0.525,0.62,-7,1,0.0358,0.359,1.24e-06,0.142,0.324,120.062,1.23039,4,6
Television,Venus,47,0.55,0.631,-12,1,0.0385,0.000898,0.18,0.0503,0.908,114.553,2.29027,4,6
The Black Keys,Tighten Up,62,0.517,0.711,-6,0,0.0627,0.000763,7.15e-06,0.568,0.582,108.846,2.11336,4,6
Melrose,Rich Little Bitch,31,0.5,0.931,-8,1,0.0566,0.000749,0.00308,0.106,0.552,111.623,2.30507,4,10
Jensen McRae,Wolves,48,0.795,0.117,-11,0,0.0375,0.972,3.46e-06,0.0878,0.125,110.978,2.35479,4,6
Jayanthi Kumaresh,Varnam,21,0.5,0.349,-17,1,0.0656,0.975,0.945,0.286,0.358,147.193,3.944,4,6
Southern Avenue,What Did I Do,38,0.5,0.701,-5,1,0.0804,0.381,0.000171,0.116,0.852,200.991,2.326,4,2
The Woman Who Planted Trees,Emily Barker,25,0.5,0.483,-10,1,0.0542,0.136,0.00274,0.112,0.362,164.016,3.258816667e-05,4,0
Ragnarok,God Is Wasted,31,0.5,0.992,-6,1,0.146,1.61e-06,0.644,0.357,0.103,141.117,2.58691,4,8
Bob Seger,Against The Wind,66,0.674,0.771,-6,1,0.0246,0.28,0.0318,0.133,0.718,109.618,3.3372,4,10
The Breeders,Cannonball,66,0.502,0.758,-10,1,0.0407,0.00915,0.783,0.284,0.729,112.499,2.13693,4,10
Lawrence Hart,Surrender Yourself,40,0.641,0.677,-10,0,0.0462,0.0813,0.826,0.111,0.0708,122.992,3.47413,4,1
luxury elite,You Can Sense It,26,0.523,0.598,-10,0,0.0265,0.0225,0.805,0.301,0.522,76.713,1.55581,4,6
Spacehog,In the Meantime,62,0.5,0.895,-7,1,0.118,0.083,0.00266,0.153,0.16,168.479,2.99507,4,10
Los Coast,A Change Is Gonna Come,45,0.5,0.523,-6,1,0.0269,0.514,2.66e-05,0.139,0.179,176.688,2.03616,3,10
Ben Harper,Burn One Down,59,0.857,0.404,-11,1,0.0444,0.573,0.733,0.0958,0.302,105.068,2.11627,4,10
Suzi Quatro,I Wanna Be Free,32,0.846,0.543,-9,0,0.0404,0.579,0.000236,0.134,0.606,117.372,1.9164,4,10
James Taylor,Mexico,3,0.774,0.497,-14,1,0.0293,0.279,7.14e-06,0.119,0.768,115.994,1.774,4,10
Marillion,Kayleigh,63,0.585,0.567,-9,1,0.0263,0.247,0.0023,0.102,0.564,106.127,2.4356,4,10
The Contortionist,Early Grave,47,0.5,0.827,-6,0,0.0892,0.00148,0.00556,0.0781,0.363,153.247,2.31221,3,8
Demob Happy,Succubus,44,0.5,0.792,-5,1,0.0494,5.52e-05,0.000577,0.109,0.391,178.193,2.21747,4,10
Aubrie Sellers,Just to Be with You,35,0.5,0.739,-6,0,0.0481,0.0325,5.9e-05,0.137,0.578,169.932,2.03653,4,2
Myrkur,Ulvinde,39,0.5,0.621,-4,0,0.043,0.0188,0.126,0.173,0.0992,119.64,2.63928,4,8
The Police,Roxanne,76,0.618,0.748,-9,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,1.91947,4,10
Nilotpal Sinha,Kshmir,26,0.5,0.27,-16,1,0.0268,0.573,0.905,0.123,0.0762,139.979,2.305,4,6
